"63","Lamb - Leg, Boneless","Willms, Predovic and Rippin","null","2019","3","4.0000","68.00","1","0","57.83","10.17","null","14.95588",""
"64","Fresh Portabello 5lbs - White Spot","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"65","Fresh Portabello 5lbs - White Spot","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"66","Sugar - Palm","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"67","Sugar - Palm","Willms, Predovic and Rippin","null","2019","1","7.0000","178.00","4","0","114.78","63.22","null","35.51685",""
"68","Tarragon - Fresh","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"69","Tarragon - Fresh","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"70","Tarragon - Fresh","Willms, Predovic and Rippin","null","2019","2","1.0000","9.00","1","0","17.42","-8.42","null","-93.55556",""
"71","Tarragon - Fresh","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"72","Tarragon - Fresh","Willms, Predovic and Rippin","null","2019","3","7.0000","196.00","4","0","125.83","70.17","null","35.80102",""
"73","Tarragon - Fresh","Willms, Predovic and Rippin","null","2019","4","4.0000","114.00","2","0","73.60","40.40","null","35.43860",""
"74","Tarragon - Fresh","Willms, Predovic and Rippin","null","2019","5","4.0000","114.00","2","0","74.52","39.48","null","34.63158",""
"75","Tarragon - Fresh","Willms, Predovic and Rippin","null","2019","6","1.0000","28.50","1","0","18.71","9.79","null","34.35088",""
"76","Lobster - Tail 6 Oz","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"77","Lobster - Tail 6 Oz","Willms, Predovic and Rippin","null","2019","2","1.0000","19.75","1","0","8.23","11.52","null","58.32911",""
"78","Flour - Chickpea","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"79","Flour - Chickpea","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"80","Flour - Chickpea","Willms, Predovic and Rippin","null","2019","3","1.0000","19.75","1","0","8.23","11.52","null","58.32911",""
"81","Flour - Chickpea","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"82","Flour - Chickpea","Willms, Predovic and Rippin","null","2019","4","1.0000","19.75","1","0","8.23","11.52","null","58.32911",""
"83","Flour - Chickpea","Willms, Predovic and Rippin","null","2019","6","1.0000","19.75","1","0","8.23","11.52","null","58.32911",""
"84","Island Oasis - Cappucino Mix","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"85","Island Oasis - Cappucino Mix","Willms, Predovic and Rippin","null","2019","1","1.0000","15.50","1","0","9.11","6.39","null","41.22581",""
"86","Tomato - Tricolor Cherry","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"87","Tomato - Tricolor Cherry","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"88","Pears - Bartlett","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"89","Pears - Bartlett","Willms, Predovic and Rippin","null","2019","1","2.0000","57.00","1","0","29.89","27.11","null","47.56140",""
"90","Garbage Bag - Clear","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"91","Garbage Bag - Clear","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"92","Garbage Bag - Clear","Willms, Predovic and Rippin","null","2019","2","0.0000","-9.00","0","0","0.00","-9.00","null","100.00000",""
"93","Garbage Bag - Clear","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"94","Garbage Bag - Clear","Willms, Predovic and Rippin","null","2019","3","1.0000","30.50","1","0","14.94","15.56","null","51.01639",""
"95","Hand Towel","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"96","Hand Towel","Willms, Predovic and Rippin","null","2019","1","3.0000","125.00","3","0","82.51","42.49","null","33.99200",""
"97","Bulgar","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"98","Bulgar","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"99","Bulgar","Willms, Predovic and Rippin","null","2019","2","7.0000","273.00","5","0","200.33","72.67","null","26.61905",""
"100","Bulgar","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"101","Bulgar","Willms, Predovic and Rippin","null","2019","3","5.0000","216.00","3","0","148.80","67.20","null","31.11111",""
"102","Bulgar","Willms, Predovic and Rippin","null","2019","4","2.0000","84.00","2","0","60.62","23.38","null","27.83333",""
"103","Bulgar","Willms, Predovic and Rippin","null","2019","5","3.0000","117.00","3","0","90.92","26.08","null","22.29060",""
"104","Tomatoes","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"105","Tomatoes","Willms, Predovic and Rippin","null","2019","1","6.0000","84.00","1","0","24.05","59.95","null","71.36905",""
"106","Chinese Foods - Plain Fried Rice","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"107","Chinese Foods - Plain Fried Rice","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"108","Chinese Foods - Plain Fried Rice","Willms, Predovic and Rippin","null","2019","6","1.0000","13.00","1","0","4.01","8.99","null","69.15385",""
"109","Chinese Foods - Plain Fried Rice","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"110","Flour - Buckwheat, Dark","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"111","Flour - Buckwheat, Dark","Willms, Predovic and Rippin","null","2019","1","2.0000","96.00","2","0","56.25","39.75","null","41.40625",""
"112","Fiddlehead - Frozen","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"113","Fiddlehead - Frozen","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"114","Fiddlehead - Frozen","Willms, Predovic and Rippin","null","2019","2","5.0000","213.00","4","0","145.84","67.16","null","31.53052",""
"115","Fiddlehead - Frozen","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"116","Fiddlehead - Frozen","Willms, Predovic and Rippin","null","2019","3","6.0000","264.00","4","0","176.04","87.96","null","33.31818",""
"117","Fiddlehead - Frozen","Willms, Predovic and Rippin","null","2019","4","4.0000","174.00","4","0","120.22","53.78","null","30.90805",""
"118","Fiddlehead - Frozen","Willms, Predovic and Rippin","null","2019","5","4.0000","172.10","4","0","121.10","51.00","null","29.63393",""
"119","Mix Pina Colada","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"120","Mix Pina Colada","Willms, Predovic and Rippin","null","2019","6","1.0000","15.25","1","0","3.88","11.37","null","74.55738",""
"121","Lidsoupcont Rp12dn","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"122","Lidsoupcont Rp12dn","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"123","Kohlrabi","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"124","Kohlrabi","Willms, Predovic and Rippin","null","2019","2","1.0000","14.00","1","0","4.13","9.87","null","70.50000",""
"125","Puree - Guava","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"126","Puree - Guava","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"127","Puree - Guava","Willms, Predovic and Rippin","null","2019","5","1.0000","14.00","1","0","4.13","9.87","null","70.50000",""
"128","Puree - Guava","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"129","Squash - Sunburst","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"130","Squash - Sunburst","Willms, Predovic and Rippin","null","2019","2","2.0000","45.00","1","0","20.67","24.33","null","54.06667",""
"131","Chocolate - Milk","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"132","Chocolate - Milk","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"133","Butter Balls Salted","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"134","Butter Balls Salted","Willms, Predovic and Rippin","null","2019","2","4.0000","95.00","1","0","39.68","55.32","null","58.23158",""
"135","Cup - 4oz Translucent","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"136","Cup - 4oz Translucent","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"137","Caviar - Salmon","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"138","Caviar - Salmon","Willms, Predovic and Rippin","null","2019","1","37.0000","847.25","9","0","412.45","434.80","null","51.31897",""
"139","Asparagus - Mexican","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"140","Asparagus - Mexican","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"141","Asparagus - Mexican","Willms, Predovic and Rippin","null","2019","2","12.0000","210.00","4","0","133.76","76.24","null","36.30476",""
"142","Asparagus - Mexican","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"143","Asparagus - Mexican","Willms, Predovic and Rippin","null","2019","3","15.0000","281.25","8","0","167.23","114.02","null","40.54044",""
"144","Asparagus - Mexican","Willms, Predovic and Rippin","null","2019","4","25.0000","412.50","10","1","278.71","170.84","null","38.00245",""
"145","Asparagus - Mexican","Willms, Predovic and Rippin","null","2019","5","19.0000","356.25","8","0","211.83","144.42","null","40.53895",""
"146","Asparagus - Mexican","Willms, Predovic and Rippin","null","2019","6","7.0000","131.25","4","0","78.05","53.20","null","40.53333",""
"147","Pomegranates","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"148","Pomegranates","Willms, Predovic and Rippin","null","2019","5","8.0000","200.00","3","0","104.28","95.72","null","47.86000",""
"149","Bread - Malt","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"150","Bread - Malt","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"151","Bread - Malt","Willms, Predovic and Rippin","null","2019","6","2.0000","22.00","1","0","26.47","-4.47","null","-20.31818",""
"152","Bread - Malt","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"153","Cookies - Assorted","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"154","Cookies - Assorted","Willms, Predovic and Rippin","null","2019","5","1.0000","30.00","1","0","12.15","17.85","null","59.50000",""
"155","Juice - V8 Splash","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"156","Juice - V8 Splash","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"157","Sugar - Icing","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"158","Sugar - Icing","Willms, Predovic and Rippin","null","2019","1","14.0000","484.50","7","0","167.37","317.13","null","65.45511",""
"159","Evaporated Milk - Skim","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"160","Evaporated Milk - Skim","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"161","Evaporated Milk - Skim","Willms, Predovic and Rippin","null","2019","2","10.0000","365.00","4","0","119.55","245.45","null","67.24658",""
"162","Evaporated Milk - Skim","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"163","Evaporated Milk - Skim","Willms, Predovic and Rippin","null","2019","3","24.0000","876.00","8","0","286.92","589.08","null","67.24658",""
"164","Evaporated Milk - Skim","Willms, Predovic and Rippin","null","2019","4","22.0000","803.00","6","0","263.00","540.00","null","67.24782",""
"165","Evaporated Milk - Skim","Willms, Predovic and Rippin","null","2019","5","22.0000","803.00","4","0","263.01","539.99","null","67.24658",""
"166","Evaporated Milk - Skim","Willms, Predovic and Rippin","null","2019","6","33.0000","1,204.50","6","0","394.51","809.99","null","67.24699",""
"167","Wine - Periguita Fonseca","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"168","Wine - Periguita Fonseca","Willms, Predovic and Rippin","null","2019","1","8.0000","140.00","2","0","52.20","87.80","null","62.71429",""
"169","Wild Mix 3#/cs","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"170","Wild Mix 3#/cs","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"171","Wild Mix 3#/cs","Willms, Predovic and Rippin","null","2019","2","12.0000","264.00","4","0","78.31","185.69","null","70.33712",""
"172","Wild Mix 3#/cs","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"173","Wild Mix 3#/cs","Willms, Predovic and Rippin","null","2019","5","2.0000","44.00","1","0","13.05","30.95","null","70.34091",""
"174","Wild Mix 3#/cs","Willms, Predovic and Rippin","null","2019","6","3.0000","66.00","2","0","19.58","46.42","null","70.33333",""
"175","Wine - Segura Viudas Aria Brut","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"176","Wine - Segura Viudas Aria Brut","Willms, Predovic and Rippin","null","2019","4","0.0000","372.50","1","1","0.02","-0.02","null","0.00000",""
"177","Dried Portabello 5lb","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"178","Dried Portabello 5lb","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"179","Hot Chocolate - Individual","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"180","Hot Chocolate - Individual","Willms, Predovic and Rippin","null","2019","4","1.0000","30.00","1","0","11.85","18.15","null","60.50000",""
"181","Cucumber - Pickling Ontario","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"182","Cucumber - Pickling Ontario","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"183","Yogurt - Peach, 175 Gr","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"184","Yogurt - Peach, 175 Gr","Willms, Predovic and Rippin","null","2019","4","2.0000","70.00","1","0","62.86","7.14","null","10.20000",""
"185","Strawberries - California","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"186","Strawberries - California","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"187","Quail - Whole, Bone - In","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"188","Quail - Whole, Bone - In","Willms, Predovic and Rippin","null","2019","4","2.0000","22.50","1","0","9.34","13.16","null","58.48889",""
"189","Fresh Fiddleheads 1lb","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"190","Fresh Fiddleheads 1lb","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"191","Milk - 2% 250 Ml","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"192","Milk - 2% 250 Ml","Willms, Predovic and Rippin","null","2019","2","1.0000","10.75","1","0","40.22","-29.47","null","-274.13953",""
"193","Beer - Alexander Kieths, Pale Ale","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"194","Beer - Alexander Kieths, Pale Ale","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"195","Beer - Alexander Kieths, Pale Ale","Willms, Predovic and Rippin","null","2019","3","2.0000","21.50","1","0","80.43","-58.93","null","-274.09302",""
"196","Beer - Alexander Kieths, Pale Ale","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"197","Muffin Mix - Lemon Cranberry","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"198","Muffin Mix - Lemon Cranberry","Willms, Predovic and Rippin","null","2019","4","1.0000","17.25","1","0","6.49","10.76","null","62.37681",""
"199","Plasticknivesblack","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"200","Plasticknivesblack","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"201","Soup - Campbells, Lentil","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"202","Soup - Campbells, Lentil","Willms, Predovic and Rippin","null","2019","1","1.0000","17.00","1","0","5.42","11.58","null","68.11765",""
"203","Hersey Shakes","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"204","Hersey Shakes","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"205","Rye Special Old","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"206","Rye Special Old","Willms, Predovic and Rippin","null","2019","1","4.0000","74.00","2","0","53.51","20.49","null","27.68919",""
"207","Fresh Cape Gooseberries 12 pp/cs","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"208","Fresh Cape Gooseberries 12 pp/cs","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"209","Fresh Cape Gooseberries 12 pp/cs","Willms, Predovic and Rippin","null","2019","2","3.0000","58.50","1","0","40.55","17.95","null","30.68376",""
"210","Fresh Cape Gooseberries 12 pp/cs","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"211","Fresh Cape Gooseberries 12 pp/cs","Willms, Predovic and Rippin","null","2019","4","5.0000","97.50","2","0","67.52","29.98","null","30.74872",""
"212","Fresh Cape Gooseberries 12 pp/cs","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"213","null","null","Customer Total:","null","null","null","14,227.00","null","null","7,419.03","null","null","null",""
"214","Fresh Cape Gooseberries 12 pp/cs","Willms, Predovic and Rippin","null","null","null","null","null","null","null","null","null","null","null",""
"215","Fresh Cape Gooseberries 12 pp/cs","Zulauf-Wyman","null","null","null","null","null","null","null","null","null","null","null",""
"216","Wine - Fat Bastard Merlot","Zulauf-Wyman","null","null","null","null","null","null","null","null","null","null","null",""
"217","Wine - Fat Bastard Merlot","Zulauf-Wyman","null","2019","4","40.0000","719.60","1","0","235.60","484.00","null","67.25959",""
"218","Tahini Paste","Zulauf-Wyman","null","null","null","null","null","null","null","null","null","null","null",""
"219","Tahini Paste","Zulauf-Wyman","null","null","null","null","null","null","null","null","null","null","null",""
"220","Tahini Paste","Zulauf-Wyman","null","null","null","null","null","null","null","null","null","null","null",""
"221","null","null","Customer Total:","null","null","null","719.60","null","null","235.60","null","null","null",""
"222","Tahini Paste","Zulauf-Wyman","null","null","null","null","null","null","null","null","null","null","null",""
"223","Tahini Paste","Hammes and Sons","null","null","null","null","null","null","null","null","null","null","null",""
"224","Octopus","Hammes and Sons","null","null","null","null","null","null","null","null","null","null","null",""
"225","Octopus","Hammes and Sons","null","2019","3","3.0000","61.50","3","0","50.34","11.16","null","18.14634",""
"226","Veal - Ground","Hammes and Sons","null","null","null","null","null","null","null","null","null","null","null",""
"227","Veal - Ground","Hammes and Sons","null","null","null","null","null","null","null","null","null","null","null",""
"228","Veal - Ground","Hammes and Sons","null","2019","4","9.0000","184.50","9","0","150.38","34.12","null","18.49322",""
"229","Veal - Ground","Hammes and Sons","null","null","null","null","null","null","null","null","null","null","null",""
"230","Veal - Ground","Hammes and Sons","null","2019","5","7.0000","164.00","8","1","116.45","27.05","null","18.85017",""
"231","Veal - Ground","Hammes and Sons","null","2019","6","8.0000","164.00","8","0","132.80","31.20","null","19.02439",""
"232","Rum - Mount Gay Eclipes","Hammes and Sons","null","null","null","null","null","null","null","null","null","null","null",""
"233","Rum - Mount Gay Eclipes","Hammes and Sons","null","2019","1","184.0000","3,885.00","13","3","3,140.55","263.45","null","7.73942",""
"234","Wine - George Duboeuf Rose","Hammes and Sons","null","null","null","null","null","null","null","null","null","null","null",""
"235","Wine - George Duboeuf Rose","Hammes and Sons","null","null","null","null","null","null","null","null","null","null","null",""
"236","Wine - George Duboeuf Rose","Hammes and Sons","null","2019","2","162.0000","3,332.50","12","2","2,765.70","363.30","null","11.61074",""
"237","Wine - George Duboeuf Rose","Hammes and Sons","null","null","null","null","null","null","null","null","null","null","null",""
"238","Wine - George Duboeuf Rose","Hammes and Sons","null","2019","3","155.0000","3,100.00","10","0","2,662.85","437.15","null","14.10161",""
